model_key,provider,model_name,case_id,query,tags,parse_success,timed_out,error,latency_ms,keywords_pred,date_from_pred,date_to_pred,time_from_pred,time_to_pred,predicted_urls,expected_keywords,expected_date_from,expected_date_to,expected_time_from,expected_time_to,expected_relevant_urls
ollama:llama3:latest,ollama,llama3:latest,RIG-TMP-005B,dared dream on 2026-03-31 after 17:00,date|time|topic|temporal,1,0,,3372.780,dream|dare|inspire|motivate|aspire|ambition|goal|target|challenge|encourage|empower,2026-04-01,2026-04-30,17:00,23:59,https://events.unl.edu/2026/04/29/197169/|https://unl.campuslabs.com/engage/event/11909818|https://unl.campuslabs.com/engage/event/11977941|https://unl.campuslabs.com/engage/event/11909819|https://unl.campuslabs.com/engage/event/12241481|https://events.unl.edu/2026/04/21/197216/|https://events.unl.edu/2026/04/22/196636/|https://events.unl.edu/2026/04/23/198330/|https://events.unl.edu/2026/04/28/197857/|https://events.unl.edu/2026/04/29/196636/,dared|dream|screening,2026-03-31,2026-03-31,17:00,,https://events.unl.edu/2026/03/31/198107/
ollama:llama3:latest,ollama,llama3:latest,RIG-TMP-005C,dared dream on 2026-03-31 before 19:00,date|time|topic|temporal,1,0,,3359.922,dream|dare|inspire|motivate|aspire|ambition|goal|target|challenge|encourage|empower,2026-03-31,2026-03-31,09:00,19:00,,dared|dream|screening,2026-03-31,2026-03-31,,19:00,https://events.unl.edu/2026/03/31/198107/
ollama:llama3:latest,ollama,llama3:latest,RIG-TMP-006A,events on 2026-03-31 about thompson forum,date|topic|temporal,1,0,,3682.594,thompson|forum|meeting|gathering|conference|symposium|seminar|workshop|panel|discussion|talk|presentation|lecture|speech|debate|roundtable|town hall|community|outreach,2026-03-31,2026-03-31,,,,thompson|forum|americas,2026-03-31,2026-03-31,,,https://events.unl.edu/2026/03/31/193850/
ollama:llama3:latest,ollama,llama3:latest,RIG-TMP-006B,thompson forum on 2026-03-31 after 18:30,date|time|topic|temporal,1,0,,3358.746,thompson|forum|meeting|conference|symposium|seminar|panel|discussion|debate|talk|lecture|presentation,2026-03-31,2026-03-31,18:30,23:59,,thompson|forum|americas,2026-03-31,2026-03-31,18:30,,https://events.unl.edu/2026/03/31/193850/
ollama:llama3:latest,ollama,llama3:latest,RIG-TMP-006C,thompson forum on 2026-03-31 before 20:30,date|time|topic|temporal,1,0,,3935.351,thompson|forum|meeting|conference|gathering|session|panel|discussion|debate|talk|lecture|presentation|speech|address|addressing|answering|question|answer|responding|engaging|participating|attending|listening|watching|viewing,2026-03-31,2026-03-31,00:00,20:30,,thompson|forum|americas,2026-03-31,2026-03-31,,20:30,https://events.unl.edu/2026/03/31/193850/
ollama:llama3:latest,ollama,llama3:latest,RIG-TMP-007A,events on 2026-04-01 about servsafe training,date|topic|temporal,1,0,,3370.607,servsafe|training|food|safety|certification|program|course|workshop|education|health|wellness|community|nonprofit|volunteer|service,2026-04-01,2026-04-30,,,https://unl.campuslabs.com/engage/event/12378858|https://events.unl.edu/2026/04/21/194804/|https://events.unl.edu/2026/04/21/198547/|https://unl.campuslabs.com/engage/event/12110573|https://events.unl.edu/2026/04/24/196885/|https://unl.campuslabs.com/engage/event/12378605|https://unl.campuslabs.com/engage/event/12378390|https://unl.campuslabs.com/engage/event/12378425|https://unl.campuslabs.com/engage/event/11929546|https://events.unl.edu/2026/04/21/198606/,servsafe|training,2026-04-01,2026-04-01,,,https://events.unl.edu/2026/04/01/197086/
ollama:llama3:latest,ollama,llama3:latest,RIG-TMP-007B,servsafe training on 2026-04-01 after 08:30,date|time|topic|temporal,1,0,,3262.811,training|servsafe|safety|food|service|volunteer|community|outreach|nonprofit,2026-04-01,2026-04-30,08:30,,https://unl.campuslabs.com/engage/event/12378605|https://unl.campuslabs.com/engage/event/12378390|https://unl.campuslabs.com/engage/event/12378425|https://unl.campuslabs.com/engage/event/11929546|https://unl.campuslabs.com/engage/event/12110573|https://events.unl.edu/2026/04/22/198948/|https://events.unl.edu/2026/04/22/198261/|https://events.unl.edu/2026/04/29/198261/|https://unl.campuslabs.com/engage/event/12436325|https://unl.campuslabs.com/engage/event/12052902,servsafe|training,2026-04-01,2026-04-01,08:30,,https://events.unl.edu/2026/04/01/197086/
ollama:llama3:latest,ollama,llama3:latest,RIG-TMP-007C,servsafe training on 2026-04-01 before 10:30,date|time|topic|temporal,1,0,,3212.962,servsafe|training|safety|food|service|staff|employee|health|wellness,2026-04-01,2026-04-30,00:00,10:29,https://events.unl.edu/2026/04/21/194804/|https://events.unl.edu/2026/04/24/196885/|https://events.unl.edu/2026/04/25/198744/|https://unl.campuslabs.com/engage/event/11901081|https://unl.campuslabs.com/engage/event/11901082|https://events.unl.edu/2026/04/22/199243/|https://unl.campuslabs.com/engage/event/12026985|https://unl.campuslabs.com/engage/event/11984960|https://events.unl.edu/2026/04/21/199299/|https://events.unl.edu/2026/04/21/198946/,servsafe|training,2026-04-01,2026-04-01,,10:30,https://events.unl.edu/2026/04/01/197086/
ollama:llama3:latest,ollama,llama3:latest,RIG-TMP-008A,events on 2026-04-01 about conference great,date|topic|temporal,1,0,,3685.282,conference|great|meeting|gathering|forum|symposium|seminar|workshop|panel|session|talk|presentation|speech|keynote|speaker|attendee|participant|audience|community|networking|collaboration|partnership|cooperation,2026-04-01,2026-04-30,,,https://events.unl.edu/2026/04/21/194804/|https://unl.campuslabs.com/engage/event/12378858|https://unl.campuslabs.com/engage/event/12052902|https://events.unl.edu/2026/04/21/197565/|https://unl.campuslabs.com/engage/event/11906751|https://unl.campuslabs.com/engage/event/12086997|https://unl.campuslabs.com/engage/event/11906752|https://unl.campuslabs.com/engage/event/11984960|https://unl.campuslabs.com/engage/event/12274227|https://unl.campuslabs.com/engage/event/12086998,conference|great|plains,2026-04-01,2026-04-01,,,https://events.unl.edu/2026/04/01/195641/
ollama:llama3:latest,ollama,llama3:latest,RIG-TMP-008B,conference great on 2026-04-01 after 09:00,date|time|topic|temporal,1,0,,3458.318,conference|great|meeting|gathering|symposium|seminar|workshop|panel|session|talk|presentation|speaker|attendee|participant|organizer,2026-04-01,2026-04-30,09:00,,https://events.unl.edu/2026/04/21/194804/|https://events.unl.edu/2026/04/21/197565/|https://unl.campuslabs.com/engage/event/12052902|https://events.unl.edu/2026/04/25/198309/|https://unl.campuslabs.com/engage/event/12184575|https://unl.campuslabs.com/engage/event/12413538|https://unl.campuslabs.com/engage/event/12421114|https://unl.campuslabs.com/engage/event/12022289|https://unl.campuslabs.com/engage/event/11982466|https://unl.campuslabs.com/engage/event/12385693,conference|great|plains,2026-04-01,2026-04-01,09:00,,https://events.unl.edu/2026/04/01/195641/
ollama:llama3:latest,ollama,llama3:latest,RIG-TMP-008C,conference great on 2026-04-01 before 11:00,date|time|topic|temporal,1,0,,3482.530,conference|great|meeting|gathering|symposium|seminar|workshop|panel|session|talk|presentation|speaker|attendee|participant|volunteer,2026-04-01,2026-04-30,00:00,11:00,https://events.unl.edu/2026/04/21/194804/|https://unl.campuslabs.com/engage/event/11984960|https://events.unl.edu/2026/04/25/198309/|https://unl.campuslabs.com/engage/event/12033629|https://events.unl.edu/2026/04/23/199302/|https://events.unl.edu/2026/04/23/198950/|https://events.unl.edu/2026/04/24/199085/|https://events.unl.edu/2026/04/24/198305/|https://events.unl.edu/2026/04/25/199086/|https://unl.campuslabs.com/engage/event/12145402,conference|great|plains,2026-04-01,2026-04-01,,11:00,https://events.unl.edu/2026/04/01/195641/
ollama:llama3:latest,ollama,llama3:latest,RIG-TMP-009A,events on 2026-04-01 about great plains,date|topic|temporal,1,0,,3707.268,great|plains|conference|symposium|gathering|meeting|forum|exhibition|fair|festival|celebration|party|reunion|get-together,2026-04-01,2026-04-30,,,https://events.unl.edu/2026/04/23/198237/|https://unl.campuslabs.com/engage/event/11977941|https://unl.campuslabs.com/engage/event/12363090|https://events.unl.edu/2026/04/21/197565/|https://events.unl.edu/2026/04/24/198238/|https://events.unl.edu/2026/04/25/198240/|https://unl.campuslabs.com/engage/event/12052902|https://unl.campuslabs.com/engage/event/12274227|https://events.unl.edu/2026/04/19/198228/|https://events.unl.edu/2026/04/20/198228/,great|plains|talk,2026-04-01,2026-04-01,,,https://events.unl.edu/2026/04/01/198727/
ollama:llama3:latest,ollama,llama3:latest,RIG-TMP-009B,great plains on 2026-04-01 after 09:00,date|time|topic|temporal,1,0,,3389.805,great|plains|conference|symposium|meeting|gathering|forum|exhibition|fair|trade show|showcase|display|exhibit,2026-04-01,2026-04-30,09:00,,https://unl.campuslabs.com/engage/event/12363090|https://events.unl.edu/2026/04/21/197565/|https://events.unl.edu/2026/04/23/198237/|https://events.unl.edu/2026/04/24/198238/|https://events.unl.edu/2026/04/25/198240/|https://unl.campuslabs.com/engage/event/11977941|https://events.unl.edu/2026/04/23/189659/|https://events.unl.edu/2026/04/24/189659/|https://unl.campuslabs.com/engage/event/12274227|https://unl.campuslabs.com/engage/event/12052902,great|plains|talk,2026-04-01,2026-04-01,09:00,,https://events.unl.edu/2026/04/01/198727/
ollama:llama3:latest,ollama,llama3:latest,RIG-TMP-009C,great plains on 2026-04-01 before 11:00,date|time|topic|temporal,1,0,,3499.160,great|plains|conference|symposium|gathering|meeting|forum|exhibition|trade show|fair|showcase|display|exhibit|present|share|network|connect,2026-04-01,2026-04-30,00:00,11:00,https://events.unl.edu/2026/04/19/198228/|https://events.unl.edu/2026/04/20/198228/|https://events.unl.edu/2026/04/21/198228/|https://events.unl.edu/2026/04/22/198228/|https://events.unl.edu/2026/04/23/198228/|https://events.unl.edu/2026/04/24/198228/|https://events.unl.edu/2026/04/25/198228/|https://events.unl.edu/2026/04/26/198228/|https://events.unl.edu/2026/04/21/196878/|https://events.unl.edu/2026/04/25/198240/,great|plains|talk,2026-04-01,2026-04-01,,11:00,https://events.unl.edu/2026/04/01/198727/
ollama:llama3:latest,ollama,llama3:latest,RIG-TMP-010A,events on 2026-04-01 about community care,date|topic|temporal,1,0,,3535.452,community|care|volunteer|service|nonprofit|outreach|charity|donation|fundraiser|program|initiative|project|organization|group|team,2026-04-01,2026-04-30,,,https://events.unl.edu/2026/04/21/198606/|https://unl.campuslabs.com/engage/event/12110573|https://events.unl.edu/2026/04/21/198547/|https://unl.campuslabs.com/engage/event/12378425|https://unl.campuslabs.com/engage/event/11901081|https://unl.campuslabs.com/engage/event/11901082|https://unl.campuslabs.com/engage/event/12028389|https://unl.campuslabs.com/engage/event/12378605|https://unl.campuslabs.com/engage/event/12378390|https://unl.campuslabs.com/engage/event/11929546,community|care|days,2026-04-01,2026-04-01,,,https://events.unl.edu/2026/04/01/195719/
ollama:llama3:latest,ollama,llama3:latest,RIG-TMP-010B,community care on 2026-04-01 after 11:00,date|time|topic|temporal,1,0,,3222.809,community|care|volunteer|service|nonprofit|outreach|health|wellness|support,2026-04-01,2026-04-30,11:00,,https://events.unl.edu/2026/04/21/198606/|https://events.unl.edu/2026/04/21/198547/|https://events.unl.edu/2026/04/22/198927/|https://events.unl.edu/2026/04/22/195934/|https://events.unl.edu/2026/04/23/195935/|https://events.unl.edu/2026/04/29/195934/|https://events.unl.edu/2026/04/30/195935/|https://unl.campuslabs.com/engage/event/12378390|https://unl.campuslabs.com/engage/event/12110573|https://unl.campuslabs.com/engage/event/12436325,community|care|days,2026-04-01,2026-04-01,11:00,,https://events.unl.edu/2026/04/01/195719/
ollama:llama3:latest,ollama,llama3:latest,RIG-TMP-010C,community care on 2026-04-01 before 13:00,date|time|topic|temporal,1,0,,3218.346,community|care|service|nonprofit|volunteer|outreach|helping|assistance,2026-04-01,2026-04-30,00:00,13:00,https://events.unl.edu/2026/04/22/195934/|https://events.unl.edu/2026/04/23/195935/|https://events.unl.edu/2026/04/29/195934/|https://events.unl.edu/2026/04/30/195935/|https://events.unl.edu/2026/04/22/199243/|https://unl.campuslabs.com/engage/event/11901081|https://unl.campuslabs.com/engage/event/11901082|https://events.unl.edu/2026/04/22/199205/|https://events.unl.edu/2026/04/30/199207/|https://unl.campuslabs.com/engage/event/12434628,community|care|days,2026-04-01,2026-04-01,,13:00,https://events.unl.edu/2026/04/01/195719/
ollama:llama3:latest,ollama,llama3:latest,RIG-TMP-011A,events on 2026-04-01 about food trucks,date|topic|temporal,1,0,,3382.830,food|trucks|catering|mobile|street food|gourmet|culinary|outdoor|festival|party|celebration,2026-04-01,2026-04-30,,,https://events.unl.edu/2026/04/22/198261/|https://events.unl.edu/2026/04/29/198261/|https://events.unl.edu/2026/04/21/197664/|https://events.unl.edu/2026/04/22/199182/|https://events.unl.edu/2026/04/24/199185/|https://unl.campuslabs.com/engage/event/12378858|https://events.unl.edu/2026/04/20/199253/|https://events.unl.edu/2026/04/23/198237/|https://events.unl.edu/2026/04/30/198788/|https://unl.campuslabs.com/engage/event/12417882,food|trucks|nic,2026-04-01,2026-04-01,,,https://events.unl.edu/2026/04/01/198261/
ollama:llama3:latest,ollama,llama3:latest,RIG-TMP-011B,food trucks on 2026-04-01 after 11:00,date|time|topic|temporal,1,0,,3148.649,food|trucks|catering|mobile|kitchen|culinary|street|eats|dining|outdoor|festival,2026-04-01,2026-04-30,11:00,,https://events.unl.edu/2026/04/22/198261/|https://events.unl.edu/2026/04/29/198261/|https://events.unl.edu/2026/04/21/197664/|https://events.unl.edu/2026/04/24/199185/|https://events.unl.edu/2026/04/27/198785/|https://events.unl.edu/2026/04/30/198788/|https://unl.campuslabs.com/engage/event/12378858|https://events.unl.edu/2026/04/21/198812/|https://events.unl.edu/2026/04/22/198948/|https://events.unl.edu/2026/04/23/199232/,food|trucks|nic,2026-04-01,2026-04-01,11:00,,https://events.unl.edu/2026/04/01/198261/
ollama:llama3:latest,ollama,llama3:latest,RIG-TMP-011C,food trucks on 2026-04-01 before 13:00,date|time|topic|temporal,1,0,,3342.633,food|trucks|catering|culinary|mobile|street|eats|dining|outdoor|festival,2026-04-01,2026-04-30,00:00,13:00,https://events.unl.edu/2026/04/22/198261/|https://events.unl.edu/2026/04/29/198261/|https://unl.campuslabs.com/engage/event/12424030|https://events.unl.edu/2026/04/28/198432/|https://events.unl.edu/2026/04/29/198787/|https://events.unl.edu/2026/04/19/198228/|https://events.unl.edu/2026/04/20/198228/|https://events.unl.edu/2026/04/20/197678/|https://events.unl.edu/2026/04/21/198228/|https://events.unl.edu/2026/04/21/197678/,food|trucks|nic,2026-04-01,2026-04-01,,13:00,https://events.unl.edu/2026/04/01/198261/
ollama:llama3:latest,ollama,llama3:latest,RIG-TMP-012A,events on 2026-04-01 about healthieru sound,date|topic|temporal,1,0,,3546.345,healthieru|sound|music|concert|jazz|rock|band|choir|orchestra|recital|program|activity|wellness|fitness|nutrition|exercise|physical|mental|health|wellbeing,2026-04-01,2026-04-30,,,https://unl.campuslabs.com/engage/event/12378858|https://events.unl.edu/2026/04/22/198927/|https://events.unl.edu/2026/04/24/190536/|https://events.unl.edu/2026/04/25/190536/|https://unl.campuslabs.com/engage/event/11909818|https://unl.campuslabs.com/engage/event/11909819|https://unl.campuslabs.com/engage/event/12241481|https://events.unl.edu/2026/04/27/196306/|https://events.unl.edu/2026/04/29/196307/|https://events.unl.edu/2026/04/30/197926/,healthieru|sound|bath,2026-04-01,2026-04-01,,,https://events.unl.edu/2026/04/01/197047/
ollama:llama3:latest,ollama,llama3:latest,RIG-TMP-012B,healthieru sound on 2026-04-01 after 12:15,date|time|topic|temporal,1,0,,3523.513,health|university|sound|music|concert|jazz|rock|band|choir|orchestra|recital|wellness|fitness|exercise|physical activity|nutrition|diet|healthy habits,2026-04-01,2026-04-30,12:15,,https://events.unl.edu/2026/04/22/198927/|https://unl.campuslabs.com/engage/event/12378858|https://events.unl.edu/2026/04/24/190536/|https://events.unl.edu/2026/04/25/190536/|https://events.unl.edu/2026/04/24/199185/|https://events.unl.edu/2026/04/27/196678/|https://events.unl.edu/2026/04/22/198681/|https://events.unl.edu/2026/04/23/198682/|https://events.unl.edu/2026/04/24/198683/|https://events.unl.edu/2026/04/25/198684/,healthieru|sound|bath,2026-04-01,2026-04-01,12:15,,https://events.unl.edu/2026/04/01/197047/
ollama:llama3:latest,ollama,llama3:latest,RIG-TMP-012C,healthieru sound on 2026-04-01 before 14:15,date|time|topic|temporal,1,0,,3464.524,health|university|sound|music|concert|jazz|rock|band|choir|orchestra|recital|wellness|fitness|exercise|physical activity,2026-04-01,2026-04-30,00:00,14:15,https://events.unl.edu/2026/04/22/198927/|https://events.unl.edu/2026/04/30/197926/|https://unl.campuslabs.com/engage/event/12378858|https://unl.campuslabs.com/engage/event/11952649|https://unl.campuslabs.com/engage/event/12380416|https://unl.campuslabs.com/engage/event/12173130|https://unl.campuslabs.com/engage/event/12173131|https://events.unl.edu/2026/04/26/198685/|https://events.unl.edu/2026/04/21/194804/|https://events.unl.edu/2026/04/23/199278/,healthieru|sound|bath,2026-04-01,2026-04-01,,14:15,https://events.unl.edu/2026/04/01/197047/
ollama:llama3:latest,ollama,llama3:latest,RIG-TMP-013A,events on 2026-04-01 about cas career,date|topic|temporal,1,0,,3606.113,career|cas|job|profession|industry|work|vocation|pursuit|path|goal|objective|ambition|dream|aspiration|mission|purpose|calling|occupation|field|arena|domain|realm,2026-04-01,2026-04-30,,,https://events.unl.edu/2026/04/22/195934/|https://events.unl.edu/2026/04/23/195935/|https://events.unl.edu/2026/04/29/195934/|https://events.unl.edu/2026/04/30/195935/|https://events.unl.edu/2026/04/28/195728/|https://unl.campuslabs.com/engage/event/12417277|https://unl.campuslabs.com/engage/event/11906751|https://unl.campuslabs.com/engage/event/11906752|https://events.unl.edu/2026/04/22/199243/|https://events.unl.edu/2026/04/23/198458/,cas|career|ins,2026-04-01,2026-04-01,,,https://events.unl.edu/2026/04/01/195934/
ollama:llama3:latest,ollama,llama3:latest,RIG-TMP-013B,cas career on 2026-04-01 after 13:00,date|time|topic|temporal,1,0,,3103.482,career|cas|advising|counseling|guidance|support|resources|services|opportunities|pathways|pursuits,2026-04-01,2026-04-30,13:00,,https://events.unl.edu/2026/04/22/195934/|https://events.unl.edu/2026/04/23/195935/|https://events.unl.edu/2026/04/29/195934/|https://events.unl.edu/2026/04/30/195935/|https://events.unl.edu/2026/04/22/196774/|https://events.unl.edu/2026/04/29/196774/|https://events.unl.edu/2026/04/28/195728/|https://unl.campuslabs.com/engage/event/12378858|https://events.unl.edu/2026/04/23/198458/|https://unl.campuslabs.com/engage/event/12417277,cas|career|ins,2026-04-01,2026-04-01,13:00,,https://events.unl.edu/2026/04/01/195934/
ollama:llama3:latest,ollama,llama3:latest,RIG-TMP-013C,cas career on 2026-04-01 before 15:00,date|time|topic|temporal,1,0,,3504.779,career|job|profession|industry|work|employment|occupation|vocation|pursuit|path|goal|objective|target|mission,2026-04-01,2026-04-30,00:00,14:59,https://events.unl.edu/2026/04/22/195934/|https://events.unl.edu/2026/04/23/195935/|https://events.unl.edu/2026/04/29/195934/|https://events.unl.edu/2026/04/30/195935/|https://events.unl.edu/2026/04/19/198228/|https://events.unl.edu/2026/04/20/198228/|https://events.unl.edu/2026/04/21/198228/|https://events.unl.edu/2026/04/21/199299/|https://events.unl.edu/2026/04/21/198946/|https://events.unl.edu/2026/04/21/194804/,cas|career|ins,2026-04-01,2026-04-01,,15:00,https://events.unl.edu/2026/04/01/195934/
ollama:llama3:latest,ollama,llama3:latest,RIG-TMP-014A,events on 2026-04-01 about instagram global,date|topic|temporal,1,0,,3598.549,instagram|global|social media|online|community|networking|marketing|branding|advertising|promotion|publicity|awareness|reach|engagement|influencer|partner|sponsor|donor|volunteer|nonprofit|charity|fundraiser|benefit|gala|party|celebration,2026-04-01,2026-04-30,,,https://unl.campuslabs.com/engage/event/11929546|https://unl.campuslabs.com/engage/event/12378605|https://unl.campuslabs.com/engage/event/12378390|https://unl.campuslabs.com/engage/event/12378425|https://events.unl.edu/2026/04/23/198237/|https://unl.campuslabs.com/engage/event/12378858|https://unl.campuslabs.com/engage/event/12110573|https://unl.campuslabs.com/engage/event/12419315|https://unl.campuslabs.com/engage/event/12401781|https://unl.campuslabs.com/engage/event/12380416,instagram|global|experiences,2026-04-01,2026-04-01,,,https://events.unl.edu/2026/04/01/195888/
ollama:llama3:latest,ollama,llama3:latest,RIG-TMP-014B,instagram global on 2026-04-01 after 14:00,date|time|topic|temporal,1,0,,3618.800,instagram|global|social media|online|platform|community|networking|marketing|branding|advertising|promotion|publicity|awareness|reach|engagement|influence|audience|targeted|specific|niche,2026-04-01,2026-04-30,14:00,,https://unl.campuslabs.com/engage/event/12419315|https://unl.campuslabs.com/engage/event/12378605|https://unl.campuslabs.com/engage/event/12378390|https://unl.campuslabs.com/engage/event/11929546|https://unl.campuslabs.com/engage/event/12378425|https://unl.campuslabs.com/engage/event/12073192|https://unl.campuslabs.com/engage/event/12274227|https://events.unl.edu/2026/04/24/198003/|https://events.unl.edu/2026/04/29/195596/|https://unl.campuslabs.com/engage/event/12436325,instagram|global|experiences,2026-04-01,2026-04-01,14:00,,https://events.unl.edu/2026/04/01/195888/
